# x_m,y_m,w_tr_right_m,w_tr_left_m
15.185519999999999,25.792199999999998,1.2754492756672058,1.2754492756672058
15.185519999999999,25.792199999999998,1.24748717877179,1.24748717877179
15.127559999999999,25.792199999999998,1.2491691091281436,1.2491691091281436
15.127559999999999,25.792199999999998,1.251520014222705,1.251520014222705
15.0696,25.792199999999998,1.2545361332380984,1.2545361332380984
15.0696,25.792199999999998,1.258212682339516,1.258212682339516
15.01164,25.792199999999998,1.2625438919895022,1.2625438919895022
15.01164,25.792199999999998,1.2675230511513391,1.2675230511513391
14.953679999999999,25.792199999999998,1.2731425576108906,1.2731425576108906
14.663879999999999,25.85016,1.27512,1.27512
14.60592,25.85016,1.27512,1.27512
14.54796,25.85016,1.27512,1.27512
14.49,25.85016,1.27512,1.27512
14.432039999999999,25.85016,1.27512,1.27512
14.37408,25.85016,1.27512,1.27512
14.31612,25.85016,1.27512,1.27512
14.25816,25.85016,1.2754492756672058,1.2754492756672058
14.25816,25.85016,1.276436593019802,1.276436593019802
14.200199999999999,25.85016,1.2491691091281436,1.2491691091281436
14.200199999999999,25.85016,1.251520014222705,1.251520014222705
14.14224,25.85016,1.2545361332380984,1.2545361332380984
14.14224,25.85016,1.258212682339516,1.258212682339516
14.08428,25.85016,1.2625438919895022,1.2625438919895022
14.08428,25.85016,1.2675230511513391,1.2675230511513391
14.02632,25.85016,1.2731425576108906,1.2731425576108906
13.736519999999999,25.90812,1.27512,1.27512
13.67856,25.90812,1.2754492756672058,1.2754492756672058
13.67856,25.90812,1.276436593019802,1.276436593019802
13.6206,25.90812,1.2780804270467487,1.2780804270467487
13.6206,25.90812,1.2803782491123472,1.2803782491123472
13.56264,25.90812,1.2545361332380984,1.2545361332380984
13.56264,25.90812,1.258212682339516,1.258212682339516
13.504679999999999,25.90812,1.2625438919895022,1.2625438919895022
13.504679999999999,25.90812,1.2675230511513391,1.2675230511513391
13.44672,25.90812,1.2731425576108906,1.2731425576108906
13.15692,25.966079999999998,1.2754492756672058,1.2754492756672058
13.15692,25.966079999999998,1.276436593019802,1.276436593019802
13.09896,25.966079999999998,1.2780804270467487,1.2780804270467487
13.09896,25.966079999999998,1.251520014222705,1.251520014222705
13.040999999999999,25.966079999999998,1.2545361332380984,1.2545361332380984
13.040999999999999,25.966079999999998,1.258212682339516,1.258212682339516
12.983039999999999,25.966079999999998,1.2625438919895022,1.2625438919895022
12.983039999999999,25.966079999999998,1.2675230511513391,1.2675230511513391
12.92508,25.966079999999998,1.2731425576108906,1.2731425576108906
12.69324,26.02404,1.2780804270467487,1.2780804270467487
12.69324,26.02404,1.2803782491123472,1.2803782491123472
12.63528,26.02404,1.2545361332380984,1.2545361332380984
12.63528,26.02404,1.258212682339516,1.258212682339516
12.57732,26.02404,1.2625438919895022,1.2625438919895022
12.57732,26.02404,1.2675230511513391,1.2675230511513391
12.519359999999999,26.02404,1.2731425576108906,1.2731425576108906
12.287519999999999,26.081999999999997,1.2780804270467487,1.2780804270467487
12.287519999999999,26.081999999999997,1.2803782491123472,1.2803782491123472
12.22956,26.081999999999997,1.2545361332380984,1.2545361332380984
12.22956,26.081999999999997,1.258212682339516,1.258212682339516
12.1716,26.081999999999997,1.2625438919895022,1.2625438919895022
12.1716,26.081999999999997,1.2675230511513391,1.2675230511513391
12.11364,26.081999999999997,1.2731425576108906,1.2731425576108906
11.8818,26.13996,1.2780804270467487,1.2780804270467487
11.8818,26.13996,1.2803782491123472,1.2803782491123472
11.823839999999999,26.13996,1.2545361332380984,1.2545361332380984
11.823839999999999,26.13996,1.258212682339516,1.258212682339516
11.76588,26.13996,1.2625438919895022,1.2625438919895022
11.76588,26.13996,1.2675230511513391,1.2675230511513391
11.70792,26.13996,1.2731425576108906,1.2731425576108906
11.47608,26.19792,1.276436593019802,1.276436593019802
11.41812,26.19792,1.2780804270467487,1.2780804270467487
11.41812,26.19792,1.251520014222705,1.251520014222705
11.360159999999999,26.19792,1.2545361332380984,1.2545361332380984
11.360159999999999,26.19792,1.258212682339516,1.258212682339516
11.3022,26.19792,1.2625438919895022,1.2625438919895022
11.3022,26.19792,1.2675230511513391,1.2675230511513391
11.24424,26.19792,1.2731425576108906,1.2731425576108906
11.0124,26.255879999999998,1.276436593019802,1.276436593019802
10.95444,26.255879999999998,1.2780804270467487,1.2780804270467487
10.95444,26.255879999999998,1.251520014222705,1.251520014222705
10.89648,26.255879999999998,1.2545361332380984,1.2545361332380984
10.89648,26.255879999999998,1.258212682339516,1.258212682339516
10.838519999999999,26.255879999999998,1.2625438919895022,1.2625438919895022
10.838519999999999,26.255879999999998,1.2675230511513391,1.2675230511513391
10.78056,26.255879999999998,1.2731425576108906,1.2731425576108906
10.54872,26.31384,1.276436593019802,1.276436593019802
10.49076,26.31384,1.2780804270467487,1.2780804270467487
10.49076,26.31384,1.251520014222705,1.251520014222705
10.4328,26.31384,1.2545361332380984,1.2545361332380984
10.4328,26.31384,1.258212682339516,1.258212682339516
10.374839999999999,26.31384,1.2625438919895022,1.2625438919895022
10.374839999999999,26.31384,1.2675230511513391,1.2675230511513391
10.31688,26.31384,1.2731425576108906,1.2731425576108906
10.31688,26.31384,1.2793939735671729,1.2793939735671729
10.25892,26.31384,1.2862680855871376,1.2862680855871376
10.25892,26.31384,1.2937549679904614,1.2937549679904614
10.20096,26.31384,1.301844048724731,1.301844048724731
10.20096,26.31384,1.310524176808654,1.310524176808654
10.142999999999999,26.3718,1.2924560168918708,1.2924560168918708
10.02708,26.3718,1.301844048724731,1.301844048724731
10.02708,26.3718,1.310524176808654,1.310524176808654
9.96912,26.3718,1.3197836904584024,1.3197836904584024
9.96912,26.3718,1.3296104850669612,1.3296104850669612
9.911159999999999,26.3718,1.3399920802751035,1.3399920802751035
9.911159999999999,26.3718,1.3509156854519087,1.3509156854519087
9.8532,26.3718,1.362368262989123,1.362368262989123
9.8532,26.3718,1.3743365889038972,1.3743365889038972
9.79524,26.3718,1.3868073103355056,1.3868073103355056
9.79524,26.3718,1.3997669996110065,1.3997669996110065
9.73728,26.429759999999998,1.387715402090789,1.387715402090789
9.73728,26.429759999999998,1.4018653772741516,1.4018653772741516
9.679319999999999,26.429759999999998,1.4164669835898045,1.4164669835898045
9.679319999999999,26.429759999999998,1.4069484080093342,1.4069484080093342
9.62136,26.429759999999998,1.4226789391848043,1.4226789391848043
9.62136,26.429759999999998,1.438821248800559,1.438821248800559
9.5634,26.48772,1.4317997123899695,1.4317997123899695
9.5634,26.48772,1.4489999999999998,1.4489999999999998
